ДАТАВРЕМЯ		Сер. сол,К	Кон. сол,К	Шина,К	Спаи 1,К	Пер,К	Спаи 2,К
13.10.2018	13:14:03	1056704303.14	1587162.12	80222.64	870.21	39.18	21.16
13.10.2018	13:14:03	1056036979.73	1586760.35	80222.64	870.21	39.18	21.16
13.10.2018	13:14:03	1056704303.14	1586358.70	80210.15	871.12	39.18	21.16
13.10.2018	13:14:03	1056704303.14	1585957.16	80222.64	870.16	39.19	21.16
13.10.2018	13:14:03	1057372111.58	1586358.70	80235.12	870.10	39.19	21.16
13.10.2018	13:14:03	1058709185.15	1585154.42	80247.61	871.01	39.20	21.16
13.10.2018	13:14:03	1058709185.15	1585154.42	80247.61	871.07	39.20	21.15
13.10.2018	13:14:03	1058709185.15	1584753.22	80260.10	871.07	39.19	21.15
13.10.2018	13:14:03	1058709185.15	1585154.42	80247.61	871.07	39.19	21.15
13.10.2018	13:14:03	1058709185.15	1584753.22	80247.61	871.92	39.19	21.15
13.10.2018	13:14:03	1059378451.08	1584753.22	80247.61	871.86	39.19	21.15
13.10.2018	13:14:03	1059378451.08	1583951.17	80260.10	870.95	39.19	21.15
13.10.2018	13:14:03	1059378451.08	1583951.17	80247.61	870.10	39.19	21.15
13.10.2018	13:14:03	1058709185.15	1583951.17	80222.64	869.99	39.19	21.15
13.10.2018	13:14:03	1058040405.45	1584753.22	80235.12	869.99	39.19	21.15
13.10.2018	13:14:03	1059378451.08	1584753.22	80235.12	870.04	39.19	21.15
13.10.2018	13:14:03	1058709185.15	1584753.22	80235.12	869.99	39.19	21.15
13.10.2018	13:14:03	1058040405.45	1584753.22	80247.61	870.84	39.19	21.15
13.10.2018	13:14:03	1058709185.15	1585154.42	80247.61	870.95	39.19	21.15
13.10.2018	13:14:03	1058040405.45	1585957.16	80260.10	870.95	39.18	21.15
13.10.2018	13:14:03	1058040405.45	1585555.73	80272.60	870.04	39.18	21.15
13.10.2018	13:14:03	1056704303.14	1585957.16	80260.10	870.10	39.18	21.15
13.10.2018	13:14:03	1055370140.94	1586358.70	80260.10	871.01	39.18	21.15
13.10.2018	13:14:03	1056036979.73	1586358.70	80260.10	870.10	39.18	21.15
13.10.2018	13:14:03	1055370140.94	1586760.35	80272.60	869.19	39.18	21.15
13.10.2018	13:14:03	1056036979.73	1587162.12	80260.10	869.31	39.18	21.16
13.10.2018	13:14:03	1055370140.94	1587162.12	80272.60	868.40	39.18	21.16
13.10.2018	13:14:03	1056704303.14	1587564.01	80272.60	869.36	39.18	21.16
13.10.2018	13:14:03	1055370140.94	1587564.01	80247.61	870.27	39.18	21.16
13.10.2018	13:14:03	1056704303.14	1587162.12	80272.60	871.12	39.18	21.16
13.10.2018	13:14:03	1056704303.14	1586760.35	80260.10	870.16	39.18	21.16
13.10.2018	13:14:03	1056036979.73	1586760.35	80260.10	870.21	39.18	21.16
13.10.2018	13:14:03	1055370140.94	1586358.70	80247.61	870.21	39.17	21.16
13.10.2018	13:14:03	1056036979.73	1585957.16	80247.61	870.21	39.18	21.16
13.10.2018	13:14:03	1056036979.73	1585555.73	80235.12	869.36	39.18	21.15
13.10.2018	13:14:03	1056704303.14	1584753.22	80210.15	870.27	39.18	21.15
13.10.2018	13:14:03	1056036979.73	1584753.22	80210.15	871.12	39.18	21.15
13.10.2018	13:14:03	1056036979.73	1584753.22	80210.15	871.07	39.18	21.15
13.10.2018	13:14:03	1057372111.58	1584352.14	80197.67	870.27	39.19	21.15
13.10.2018	13:14:03	1056704303.14	1585154.42	80210.15	871.18	39.18	21.15
13.10.2018	13:14:03	1056704303.14	1584352.14	80185.19	872.04	39.18	21.15
13.10.2018	13:14:03	1056036979.73	1583951.17	80185.19	871.12	39.17	21.15
13.10.2018	13:14:03	1055370140.94	1584352.14	80185.19	872.04	39.17	21.15
13.10.2018	13:14:03	1054703786.39	1584753.22	80185.19	871.92	39.16	21.15
13.10.2018	13:14:03	1055370140.94	1584352.14	80185.19	871.12	39.17	21.15
13.10.2018	13:14:03	1054703786.39	1584352.14	80185.19	870.27	39.16	21.15
13.10.2018	13:14:03	1054037915.67	1584753.22	80210.15	871.18	39.16	21.15
13.10.2018	13:14:03	1054037915.67	1584352.14	80197.67	872.09	39.15	21.15
13.10.2018	13:14:03	1054037915.67	1584352.14	80210.15	872.15	39.16	21.15
13.10.2018	13:14:03	1054703786.39	1585154.42	80235.12	872.15	39.16	21.15
13.10.2018	13:14:03	1054037915.67	1584753.22	80260.10	872.09	39.15	21.15
13.10.2018	13:14:03	1054703786.39	1585154.42	80247.61	871.30	39.15	21.15
13.10.2018	13:14:03	1054037915.67	1585555.73	80272.60	871.30	39.15	21.16
13.10.2018	13:14:03	1054703786.39	1585957.16	80285.09	870.33	39.15	21.16
13.10.2018	13:14:03	1054037915.67	1585154.42	80285.09	871.18	39.14	21.15
13.10.2018	13:14:03	1054037915.67	1584753.22	80272.60	871.18	39.14	21.15
13.10.2018	13:14:04	1054703786.39	1584753.22	80297.59	871.18	39.15	21.15
13.10.2018	13:14:04	1054703786.39	1584753.22	80310.09	872.15	39.15	21.15
13.10.2018	13:14:04	1055370140.94	1584352.14	80310.09	872.15	39.15	21.15
13.10.2018	13:14:04	1055370140.94	1584352.14	80310.09	871.24	39.16	21.15
13.10.2018	13:14:04	1054703786.39	1583951.17	80347.60	871.18	39.16	21.15
13.10.2018	13:14:04	1055370140.94	1584753.22	80310.09	871.24	39.17	21.15
13.10.2018	13:14:04	1056036979.73	1584352.14	80310.09	871.18	39.17	21.15
13.10.2018	13:14:04	1056704303.14	1584352.14	80347.60	870.27	39.17	21.15
13.10.2018	13:14:04	1056704303.14	1583951.17	80322.59	870.21	39.18	21.15
13.10.2018	13:14:04	1055370140.94	1583550.32	80322.59	870.21	39.17	21.15
13.10.2018	13:14:04	1055370140.94	1583951.17	80322.59	871.07	39.17	21.15
13.10.2018	13:14:04	1056036979.73	1584352.14	80322.59	871.98	39.16	21.15
13.10.2018	13:14:04	1056036979.73	1584352.14	80322.59	872.04	39.17	21.15
13.10.2018	13:14:04	1054703786.39	1583951.17	80310.09	872.04	39.17	21.15
13.10.2018	13:14:04	1055370140.94	1584352.14	80297.59	872.04	39.17	21.15
13.10.2018	13:14:04	1055370140.94	1584753.22	80297.59	872.09	39.17	21.15
13.10.2018	13:14:04	1054703786.39	1585154.42	80272.60	872.09	39.17	21.15
13.10.2018	13:14:04	1054703786.39	1585154.42	80285.09	871.12	39.16	21.15
13.10.2018	13:14:04	1055370140.94	1585555.73	80285.09	870.27	39.16	21.15
13.10.2018	13:14:04	1055370140.94	1585154.42	80272.60	870.33	39.16	21.15
13.10.2018	13:14:04	1055370140.94	1585555.73	80260.10	870.27	39.16	21.15
13.10.2018	13:14:04	1055370140.94	1585154.42	80260.10	870.27	39.15	21.15
13.10.2018	13:14:04	1054703786.39	1585555.73	80260.10	870.27	39.15	21.15
13.10.2018	13:14:04	1054037915.67	1585957.16	80260.10	870.27	39.15	21.15
13.10.2018	13:14:04	1053372528.39	1586358.70	80260.10	870.27	39.14	21.15
13.10.2018	13:14:04	1054037915.67	1586760.35	80260.10	869.36	39.14	21.15
13.10.2018	13:14:04	1053372528.39	1585957.16	80247.61	869.36	39.14	21.15
13.10.2018	13:14:04	1052043202.55	1586358.70	80247.61	868.45	39.14	21.15
