ДАТАВРЕМЯ		Сер. сол,К	Кон. сол,К	Шина,К	Спаи 1,К	Пер,К	Спаи 2,К
06.11.2019	11:33:09	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:09	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:09	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:09	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:09	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:09	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:09	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:09	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:10	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.63
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.63
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:11	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.12	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:12	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:13	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:13	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:13	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:13	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:13	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:13	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:33:13	7.94	9.13	15.42	13.79	14.11	19.62
