ДАТАВРЕМЯ		Сер. сол,К	Кон. сол,К	Шина,К	Спаи 1,К	Пер,К	Спаи 2,К
06.11.2019	11:24:31	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:31	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:31	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:31	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:31	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.95	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:32	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:33	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:34	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:35	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:36	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:36	7.94	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:36	7.94	9.13	15.42	13.79	14.11	19.63
06.11.2019	11:24:36	7.94	9.13	15.42	13.79	14.11	19.63
06.11.2019	11:24:36	7.94	9.13	15.42	13.79	14.11	19.63
06.11.2019	11:24:36	7.94	9.13	15.42	13.79	14.11	19.63
06.11.2019	11:24:36	7.94	9.13	15.42	13.79	14.11	19.63
06.11.2019	11:24:36	7.94	9.13	15.42	13.79	14.11	19.63
06.11.2019	11:24:36	7.95	9.13	15.42	13.79	14.11	19.63
06.11.2019	11:24:36	7.95	9.13	15.42	13.79	14.11	19.63
06.11.2019	11:24:36	7.95	9.13	15.42	13.79	14.11	19.63
06.11.2019	11:24:36	7.95	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:36	7.95	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:36	7.95	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:36	7.95	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:37	7.95	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:37	7.95	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:37	7.95	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:37	7.95	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:37	7.95	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:37	7.95	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:37	7.95	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:37	7.95	9.13	15.42	13.79	14.11	19.62
06.11.2019	11:24:37	7.95	9.13	15.42	13.79	14.11	19.62
