ÄÀÒÀ	ÂÐÅÌß	ìêÂ è K	V1	V2	V	V4	V5	V6	V7	V8	T1	T2
07.02.2020	12:56:43	1005.90	2732.10	4828.60	8257.70	14884.30	19573.30	25634.10	40341.50	1115303315.43	805586.81
07.02.2020	12:56:45	1005.80	2732.10	4828.60	8258.50	14883.70	19573.30	25634.10	40341.90	1116016808.92	805586.81
07.02.2020	12:56:46	1005.80	2732.10	4828.70	8258.50	14883.70	19572.80	25634.50	40341.90	1116016808.92	805586.81
07.02.2020	12:56:48	1005.90	2732.10	4828.70	8258.50	14884.30	19572.80	25634.50	40341.90	1115303315.43	805586.81
07.02.2020	12:56:49	1005.80	2732.10	4828.70	8258.50	14883.70	19573.30	25634.50	40341.90	1116016808.92	805586.81
07.02.2020	12:56:51	1005.80	2732.10	4828.70	8259.30	14883.00	19573.30	25634.90	40342.30	1116016808.92	805586.81
07.02.2020	12:56:53	1005.80	2732.10	4828.70	8259.30	14883.00	19573.30	25634.90	40342.30	1116016808.92	805586.81
07.02.2020	12:56:54	1005.70	2732.10	4828.70	8259.30	14882.40	19573.30	25634.90	40342.30	1116730824.88	805586.81
07.02.2020	12:56:56	1005.60	2732.10	4828.70	8259.30	14881.70	19573.30	25634.90	40342.30	1117445363.75	805586.81
07.02.2020	12:56:57	1005.60	2732.10	4828.80	8260.10	14881.10	19573.30	25635.30	40342.70	1117445363.75	805586.81
07.02.2020	12:56:59	1005.60	2732.10	4828.80	8259.30	14881.10	19573.30	25635.30	40342.30	1117445363.75	805586.81
07.02.2020	12:57:01	1005.60	2732.10	4828.80	8259.30	14881.10	19572.80	25635.30	40342.30	1117445363.75	805586.81
07.02.2020	12:57:02	1005.60	2732.10	4828.70	8258.50	14881.10	19572.80	25634.90	40341.90	1117445363.75	805586.81
07.02.2020	12:57:04	1005.60	2732.10	4828.70	8258.50	14881.10	19572.80	25634.90	40341.90	1117445363.75	805586.81
07.02.2020	12:57:06	1005.60	2732.10	4828.70	8257.70	14880.40	19572.80	25634.50	40341.50	1117445363.75	805586.81
07.02.2020	12:57:07	1005.60	2732.00	4828.70	8257.70	14881.10	19572.30	25634.50	40341.50	1117445363.75	805789.76
07.02.2020	12:57:09	1005.60	2732.00	4828.70	8257.70	14881.10	19572.30	25634.10	40341.50	1117445363.75	805789.76
