ДАТАВРЕМЯ		Сер. сол,К	Кон. сол,К	Шина,К	Спаи 1,К	Пер,К	Спаи 2,К
05.02.2018	16:59:53	1070153160,71	1500852850908934980000000,00	79662,94	871,30	39,17	21,16
05.02.2018	16:59:53	1069476060,44	14218192335029607100000000,00	79861,44	870,44	39,03	21,16
05.02.2018	16:59:53	1068123337,53	10889281007912656400000000,00	79712,51	872,78	39,02	21,10
05.02.2018	16:59:53	1072866496,70	627995303060445315000000,00	79737,31	872,32	39,18	21,12
05.02.2018	16:59:54	1070830754,06	193989249824833621000000,00	80110,35	869,65	39,10	21,14
05.02.2018	16:59:54	1071508840,91	193989249824833621000000,00	80135,28	869,99	39,06	21,06
05.02.2018	16:59:54	1072866496,70	81457848919409712700000,00	79836,60	871,47	39,19	21,06
05.02.2018	16:59:54	1072866496,70	58174694691865991600000,00	79998,23	868,97	39,20	21,14
05.02.2018	16:59:54	1067447714,07	38171671690579456000000,00	80085,42	868,97	39,03	21,14
05.02.2018	16:59:54	1068123337,53	58174694691865991600000,00	79712,51	873,35	39,02	21,10
05.02.2018	16:59:54	1074906691,75	103076929367360122000000,00	79601,02	872,83	39,12	21,14
05.02.2018	16:59:54	1072187421,65	64947425531428660600000,00	80160,23	868,63	39,08	21,14
05.02.2018	16:59:54	1072866496,70	116364167830643166000000,00	80122,81	869,70	39,06	21,06
05.02.2018	16:59:54	1074906691,75	170016670397915332000000,00	79774,53	871,41	39,17	21,06
05.02.2018	16:59:54	1070830754,06	254841710542199041000000,00	80010,68	868,97	39,18	21,14
05.02.2018	16:59:54	1064076960,63	740228810577623716000000,00	80147,76	868,57	39,02	21,14
05.02.2018	16:59:54	1066772582,08	393336314963073967000000,00	79737,31	872,95	39,02	21,10
05.02.2018	16:59:54	1068799452,85	254841710542199041000000,00	79601,02	873,01	39,13	21,14
05.02.2018	16:59:54	1066097941,14	116364167830643166000000,00	80097,88	868,85	39,09	21,14
05.02.2018	16:59:54	1072187421,65	170016670397915332000000,00	80210,15	869,70	39,06	21,06
05.02.2018	16:59:54	1070153160,71	4160319100793679440000000,00	79985,79	871,12	39,17	21,06
05.02.2018	16:59:54	1062732088,16	4160319100793679440000000,00	79985,79	868,40	39,20	21,13
