ДАТАВРЕМЯ		Сер. сол,К	Кон. сол,К	Шина,К	Спаи 1,К	Пер,К	Спаи 2,К
05.02.2018	16:58:40	1056704303,14	5217751461268953500000000,00	79998,23	867,04	39,08	21,10
05.02.2018	16:58:40	1060718443,22	1043124112528739980000000,00	79464,98	871,69	39,12	21,09
05.02.2018	16:58:40	1064076960,63	2210746537893236450000000,00	79489,70	872,04	39,16	21,16
05.02.2018	16:58:40	1061389170,23	8434989043335563420000000,00	79936,02	869,65	39,05	21,16
05.02.2018	16:58:40	1057372111,58	3344620066834900650000000,00	79861,44	871,12	39,04	21,08
05.02.2018	16:58:40	1056036979,73	14218192335029607100000000,00	79539,15	871,35	39,20	21,08
05.02.2018	16:58:40	1055370140,94	1612692052262690170000000000,00	79960,90	867,38	39,20	21,13
05.02.2018	16:58:40	1057372111,58	141557424413430561000000000,00	80072,96	867,38	39,07	21,09
05.02.2018	16:58:40	1058709185,15	6602336765518309630000000,00	79526,78	871,52	39,10	21,08
05.02.2018	16:58:40	1056704303,14	876570744062316469000000,00	79489,70	870,90	39,15	21,16
05.02.2018	16:58:40	1056036979,73	2210746537893236450000000,00	79824,18	868,97	39,04	21,17
05.02.2018	16:58:40	1056036979,73	3344620066834900650000000,00	79724,91	870,73	39,04	21,08
05.02.2018	16:58:40	1057372111,58	8434989043335563420000000,00	79613,40	870,95	39,21	21,08
05.02.2018	16:58:40	1059378451,08	25190047836006619500000000,00	79960,90	867,55	39,22	21,12
05.02.2018	16:58:40	1061389170,23	1500852850908934980000000,00	79923,59	866,87	39,10	21,09
05.02.2018	16:58:40	1061389170,23	1247785964875017400000000,00	79378,55	870,73	39,11	21,08
05.02.2018	16:58:40	1058040405,45	4160319100793679440000000,00	79427,93	870,95	39,15	21,16
05.02.2018	16:58:40	1057372111,58	3344620066834900650000000,00	79824,18	869,02	39,06	21,16
05.02.2018	16:58:40	1054037915,67	1815858779667030470000000,00	79737,31	871,07	39,05	21,08
05.02.2018	16:58:40	1054703786,39	1043124112528739980000000,00	79675,33	871,01	39,20	21,09
05.02.2018	16:58:40	1054703786,39	1500852850908934980000000,00	80048,04	866,81	39,20	21,12
05.02.2018	16:58:40	1052707624,15	876570744062316469000000,00	80135,28	866,93	39,08	21,09
05.02.2018	16:58:40	1054037915,67	254841710542199041000000,00	79502,06	871,47	39,11	21,08
05.02.2018	16:58:40	1058709185,15	1043124112528739980000000,00	79464,98	871,07	39,14	21,16
05.02.2018	16:58:40	1059378451,08	34269013977816500500000000,00	79886,29	869,19	39,04	21,17
05.02.2018	16:58:40	1057372111,58	334078547280106838000000000,00	79700,12	871,35	39,04	21,08
05.02.2018	16:58:40	1060718443,22	14218192335029607100000000,00	79576,26	871,47	39,20	21,09
05.02.2018	16:58:40	1062732088,16	2210746537893236450000000,00	79923,59	868,00	39,20	21,12
05.02.2018	16:58:40	1062732088,16	6602336765518309630000000,00	79998,23	868,00	39,09	21,08
05.02.2018	16:58:40	1064750130,82	34269013977816500500000000,00	79502,06	871,58	39,13	21,08
05.02.2018	16:58:40	1065423790,86	3034664167585085110000000000,00	79403,23	870,84	39,15	21,16
05.02.2018	16:58:40	1055370140,94	47402629337757360200000000,00	79824,18	868,74	39,06	21,16
05.02.2018	16:58:40	1052707624,15	393336314963073967000000,00	79675,33	871,41	39,06	21,09
05.02.2018	16:58:40	1060718443,22	293494354533674608000000,00	79601,02	871,75	39,21	21,10
05.02.2018	16:58:40	1062060385,08	6602336765518309630000000,00	80097,88	867,49	39,19	21,12
05.02.2018	16:58:40	1060048203,64	13709005429658065200000000000,00	80135,28	867,78	39,08	21,08
05.02.2018	16:58:40	1059378451,08	214154024539081565000000000,00	79563,89	872,04	39,14	21,08
05.02.2018	16:58:40	1060048203,64	2210746537893236450000000,00	79539,15	871,12	39,17	21,16
05.02.2018	16:58:40	1056704303,14	1815858779667030470000000,00	79811,77	868,85	39,04	21,16
05.02.2018	16:58:40	1058709185,15	4160319100793679440000000,00	79625,78	871,75	39,04	21,09
05.02.2018	16:58:40	1064750130,82	1043124112528739980000000,00	79662,94	871,98	39,20	21,10
05.02.2018	16:58:40	1060048203,64	293494354533674608000000,00	80072,96	866,93	39,19	21,12
05.02.2018	16:58:40	1058040405,45	254841710542199041000000,00	79985,79	867,15	39,09	21,08
05.02.2018	16:58:40	1064076960,63	4160319100793679440000000,00	79415,58	870,78	39,15	21,08
05.02.2018	16:58:40	1064076960,63	66797188333908132800000000,00	79390,89	870,50	39,17	21,16
05.02.2018	16:58:40	1064750130,82	876570744062316469000000,00	79799,35	869,08	39,04	21,16
05.02.2018	16:58:40	1066097941,14	627995303060445315000000,00	79737,31	871,07	39,03	21,09
05.02.2018	16:58:40	1064076960,63	14218192335029607100000000,00	79799,35	871,69	39,18	21,11
05.02.2018	16:58:40	1065423790,86	1612692052262690170000000000,00	80135,28	867,10	39,18	21,13
05.02.2018	16:58:40	1062732088,16	18796584854000059800000000,00	79923,59	866,76	39,09	21,08
05.02.2018	16:58:40	1058709185,15	6602336765518309630000000,00	79477,34	870,67	39,14	21,08
05.02.2018	16:58:40	1058040405,45	6602336765518309630000000,00	79526,78	869,65	39,16	21,16
05.02.2018	16:58:40	1060048203,64	627995303060445315000000,00	79849,02	869,14	39,04	21,16
05.02.2018	16:58:40	1058709185,15	740228810577623716000000,00	79700,12	872,32	39,04	21,09
05.02.2018	16:58:40	1059378451,08	5217751461268953500000000,00	79613,40	871,35	39,19	21,11
05.02.2018	16:58:40	1062060385,08	141557424413430561000000000,00	80085,42	866,98	39,18	21,13
05.02.2018	16:58:40	1060718443,22	3034664167585085110000000000,00	80072,96	867,10	39,10	21,07
05.02.2018	16:58:40	1064750130,82	10889281007912656400000000,00	79514,42	870,21	39,16	21,08
05.02.2018	16:58:41	1062732088,16	2210746537893236450000000,00	79489,70	869,14	39,17	21,17
05.02.2018	16:58:41	1058709185,15	1500852850908934980000000,00	79799,35	868,34	39,04	21,16
05.02.2018	16:58:41	1062732088,16	627995303060445315000000,00	79638,16	871,35	39,03	21,10
05.02.2018	16:58:41	1062732088,16	535119665175177297000000,00	79601,02	871,69	39,18	21,12
05.02.2018	16:58:41	1060718443,22	1247785964875017400000000,00	80072,96	867,49	39,16	21,14
05.02.2018	16:58:41	1059378451,08	10889281007912656400000000,00	80110,35	867,49	39,11	21,08
05.02.2018	16:58:41	1059378451,08	10889281007912656400000000,00	79563,89	870,78	39,18	21,08
