   Coefficients of polinom: T=K1+K2*(1000.0/R)+...+K7*[(1000.0/R)]**6+... 
__________________________________________________________________________

K1 = 18.927749952301383000
K2 = -250.902789831627160000
K3 = 1485.656143251806500000
K4 = -4170.871278770267960000
K5 = 6285.738070525228980000
K6 = -4465.498065501451490000
K7 = 1439.212287075817580000
__________________________

Диск 92/K-228-14
 
Measured   R,Ohm 4146.541 3680.941 3284.351 3014.588 2821.016 2668.865 
  3505.00   5.395    3225.00   6.211    2945.00   7.345    2665.00   9.014
  3500.00   5.408    3220.00   6.228    2940.00   7.369    2660.00   9.051
  3495.00   5.420    3215.00   6.245    2935.00   7.394    2655.00   9.088
  3490.00   5.433    3210.00   6.262    2930.00   7.418    2650.00   9.125
  3485.00   5.446    3205.00   6.280    2925.00   7.443    2645.00   9.163
  3480.00   5.458    3200.00   6.297    2920.00   7.468    2640.00   9.201
  3475.00   5.471    3195.00   6.314    2915.00   7.493    2635.00   9.240

  2630.00   9.279    2350.00  12.138    2070.00  17.354    1790.00  28.234
  2625.00   9.318    2345.00  12.205    2065.00  17.484    1785.00  28.522
  2620.00   9.357    2340.00  12.273    2060.00  17.615    1780.00  28.814
  2615.00   9.397    2335.00  12.341    2055.00  17.748    1775.00  29.110
  2610.00   9.438    2330.00  12.410    2050.00  17.882    1770.00  29.412
  2605.00   9.478    2325.00  12.480    2045.00  18.019    1765.00  29.718
  2600.00   9.519    2320.00  12.551    2040.00  18.157    1760.00  30.029
  2595.00   9.560    2315.00  12.622    2035.00  18.297    1755.00  30.345
  2590.00   9.602    2310.00  12.694    2030.00  18.439    1750.00  30.665
  2585.00   9.644    2305.00  12.767    2025.00  18.582    1745.00  30.992
  2580.00   9.686    2300.00  12.841    2020.00  18.728    1740.00  31.323
  2575.00   9.729    2295.00  12.915    2015.00  18.876    1735.00  31.660
  2570.00   9.772    2290.00  12.991    2010.00  19.026    1730.00  32.002
  2565.00   9.816    2285.00  13.067    2005.00  19.177    1725.00  32.350
  2560.00   9.860    2280.00  13.144    2000.00  19.331    1720.00  32.703
  2555.00   9.904    2275.00  13.222    1995.00  19.487    1715.00  33.062
  2550.00   9.949    2270.00  13.301    1990.00  19.645    1710.00  33.427
  2545.00   9.994    2265.00  13.380    1985.00  19.805    1705.00  33.798
  2540.00  10.039    2260.00  13.461    1980.00  19.967    1700.00  34.176
  2535.00  10.085    2255.00  13.543    1975.00  20.132    1695.00  34.559
  2530.00  10.132    2250.00  13.625    1970.00  20.299    1690.00  34.949
  2525.00  10.178    2245.00  13.708    1965.00  20.468    1685.00  35.345
  2520.00  10.226    2240.00  13.793    1960.00  20.640    1680.00  35.748
  2515.00  10.273    2235.00  13.878    1955.00  20.814    1675.00  36.158
  2510.00  10.321    2230.00  13.964    1950.00  20.991    1670.00  36.575
  2505.00  10.370    2225.00  14.052    1945.00  21.170    1665.00  36.999
  2500.00  10.419    2220.00  14.140    1940.00  21.351    1660.00  37.429
  2495.00  10.469    2215.00  14.229    1935.00  21.535    1655.00  37.868
  2490.00  10.519    2210.00  14.320    1930.00  21.722    1650.00  38.313
  2485.00  10.569    2205.00  14.411    1925.00  21.911    1645.00  38.767
  2480.00  10.620    2200.00  14.504    1920.00  22.104    1640.00  39.228
  2475.00  10.671    2195.00  14.598    1915.00  22.298    1635.00  39.697
  2470.00  10.723    2190.00  14.692    1910.00  22.496    1630.00  40.174
  2465.00  10.776    2185.00  14.788    1905.00  22.697    1625.00  40.660
  2460.00  10.829    2180.00  14.886    1900.00  22.900    1620.00  41.153
  2455.00  10.882    2175.00  14.984    1895.00  23.107    1615.00  41.656
  2450.00  10.936    2170.00  15.083    1890.00  23.316    1610.00  42.167
  2445.00  10.991    2165.00  15.184    1885.00  23.529    1605.00  42.688
  2440.00  11.046    2160.00  15.286    1880.00  23.745    1600.00  43.217
  2435.00  11.101    2155.00  15.389    1875.00  23.964    1595.00  43.756
  2430.00  11.158    2150.00  15.493    1870.00  24.186    1590.00  44.304
  2425.00  11.214    2145.00  15.599    1865.00  24.411    1585.00  44.862
  2420.00  11.272    2140.00  15.706    1860.00  24.640    1580.00  45.430
  2415.00  11.329    2135.00  15.815    1855.00  24.872    1575.00  46.009
