DATE	TIME	B1	B2	B3	B4	B5	B6	B7	B8	U1	U2	U3	U4	U5	U6	U7	U8
10.04.2019	12:26:14	-2.378	-3.384	-3.929	-13.542	-4.229	-2.730	-6.674	-15.029	-180.7	-257.2	-298.6	-1029.2	-321.4	-207.5	-507.2	-1142.2
10.04.2019	12:26:32	-2.421	-3.389	-3.987	-13.724	-4.311	-2.757	-6.700	-15.033	-184.0	-257.6	-303.0	-1043.0	-327.6	-209.5	-509.2	-1142.5
10.04.2019	12:26:50	-2.408	-3.387	-3.911	-13.676	-4.272	-2.737	-6.713	-15.026	-183.0	-257.4	-297.2	-1039.4	-324.7	-208.0	-510.2	-1142.0
10.04.2019	12:27:08	-2.433	-3.426	-3.953	-13.620	-4.274	-2.741	-6.667	-15.038	-184.9	-260.4	-300.4	-1035.1	-324.8	-208.3	-506.7	-1142.9
10.04.2019	12:27:26	-2.407	-3.405	-3.911	-13.734	-4.264	-2.761	-6.664	-15.055	-182.9	-258.8	-297.2	-1043.8	-324.1	-209.8	-506.5	-1144.2
10.04.2019	12:27:44	-2.409	-3.457	-4.011	-13.522	-4.245	-2.800	-6.676	-15.036	-183.1	-262.7	-304.8	-1027.7	-322.6	-212.8	-507.4	-1142.7
10.04.2019	12:28:02	-2.422	-3.379	-3.967	-13.861	-4.283	-2.741	-6.650	-15.088	-184.1	-256.8	-301.5	-1053.4	-325.5	-208.3	-505.4	-1146.7
10.04.2019	12:28:20	-2.400	-3.430	-3.937	-13.674	-4.246	-2.791	-6.684	-15.049	-182.4	-260.7	-299.2	-1039.2	-322.7	-212.1	-508.0	-1143.7
10.04.2019	12:28:38	-2.425	-3.458	-4.013	-13.482	-4.283	-2.820	-6.695	-15.059	-184.3	-262.8	-305.0	-1024.6	-325.5	-214.3	-508.8	-1144.5
10.04.2019	12:28:56	-2.411	-3.466	-3.979	-13.904	-4.262	-2.796	-6.696	-15.074	-183.2	-263.4	-302.4	-1056.7	-323.9	-212.5	-508.9	-1145.6
10.04.2019	12:29:14	-2.400	-3.472	-4.033	-13.751	-4.257	-2.807	-6.713	-15.072	-182.4	-263.9	-306.5	-1045.1	-323.5	-213.3	-510.2	-1145.5
10.04.2019	12:29:32	-2.371	-3.471	-3.945	-13.854	-4.236	-2.778	-6.668	-15.113	-180.2	-263.8	-299.8	-1052.9	-321.9	-211.1	-506.8	-1148.6
10.04.2019	12:29:50	-2.403	-3.445	-3.908	-13.154	-4.280	-2.818	-6.671	-15.030	-182.6	-261.8	-297.0	-999.7	-325.3	-214.2	-507.0	-1142.3
10.04.2019	12:30:08	-2.382	-3.445	-3.962	-13.514	-4.271	-2.822	-6.651	-15.026	-181.0	-261.8	-301.1	-1027.1	-324.6	-214.5	-505.5	-1142.0
10.04.2019	12:30:26	-2.399	-3.475	-3.953	-13.747	-4.287	-2.833	-6.708	-15.080	-182.3	-264.1	-300.4	-1044.8	-325.8	-215.3	-509.8	-1146.1
10.04.2019	12:30:44	-2.399	-3.458	-3.941	-13.574	-4.346	-2.843	-6.691	-15.092	-182.3	-262.8	-299.5	-1031.6	-330.3	-216.1	-508.5	-1147.0
10.04.2019	12:31:02	-2.383	-3.422	-3.928	-13.663	-4.275	-2.837	-6.679	-15.058	-181.1	-260.1	-298.5	-1038.4	-324.9	-215.6	-507.6	-1144.4
10.04.2019	12:31:20	-2.428	-3.449	-3.989	-13.434	-4.268	-2.836	-6.709	-15.104	-184.5	-262.1	-303.2	-1021.0	-324.4	-215.5	-509.9	-1147.9
10.04.2019	12:31:38	-2.432	-3.438	-3.967	-13.716	-4.262	-2.811	-6.679	-15.089	-184.8	-261.3	-301.5	-1042.4	-323.9	-213.6	-507.6	-1146.8
10.04.2019	12:31:56	-2.428	-3.439	-3.964	-13.401	-4.311	-2.832	-6.705	-15.084	-184.5	-261.4	-301.3	-1018.5	-327.6	-215.2	-509.6	-1146.4
10.04.2019	12:32:14	-2.429	-3.429	-4.030	-13.954	-4.251	-2.820	-6.647	-15.089	-184.6	-260.6	-306.3	-1060.5	-323.1	-214.3	-505.2	-1146.8
10.04.2019	12:32:32	-2.436	-3.449	-3.982	-13.657	-4.287	-2.837	-6.687	-15.112	-185.1	-262.1	-302.6	-1037.9	-325.8	-215.6	-508.2	-1148.5
10.04.2019	12:32:50	-2.411	-3.462	-3.946	-13.553	-4.279	-2.829	-6.682	-15.089	-183.2	-263.1	-299.9	-1030.0	-325.2	-215.0	-507.8	-1146.8
10.04.2019	12:33:08	-2.434	-3.509	-4.011	-13.796	-4.291	-2.828	-6.682	-15.086	-185.0	-266.7	-304.8	-1048.5	-326.1	-214.9	-507.8	-1146.5
10.04.2019	12:33:26	-2.393	-3.447	-3.984	-13.468	-4.247	-2.801	-6.666	-15.062	-181.9	-262.0	-302.8	-1023.6	-322.8	-212.9	-506.6	-1144.7
10.04.2019	12:33:44	-2.445	-3.461	-3.936	-13.863	-4.266	-2.813	-6.674	-15.088	-185.8	-263.0	-299.1	-1053.6	-324.2	-213.8	-507.2	-1146.7
10.04.2019	12:34:02	-2.412	-3.463	-3.975	-13.633	-4.267	-2.824	-6.692	-15.072	-183.3	-263.2	-302.1	-1036.1	-324.3	-214.6	-508.6	-1145.5
10.04.2019	12:34:20	-2.447	-3.484	-3.971	-13.382	-4.305	-2.820	-6.651	-15.036	-186.0	-264.8	-301.8	-1017.0	-327.2	-214.3	-505.5	-1142.7
10.04.2019	12:34:38	-2.434	-3.478	-4.014	-13.666	-4.229	-2.789	-6.678	-15.054	-185.0	-264.3	-305.1	-1038.6	-321.4	-212.0	-507.5	-1144.1
10.04.2019	12:34:56	-2.429	-3.524	-3.947	-13.661	-4.268	-2.871	-6.686	-15.087	-184.6	-267.8	-300.0	-1038.2	-324.4	-218.2	-508.1	-1146.6
10.04.2019	12:35:14	-2.399	-3.475	-3.939	-13.687	-4.279	-2.837	-6.733	-15.084	-182.3	-264.1	-299.4	-1040.2	-325.2	-215.6	-511.7	-1146.4
10.04.2019	12:35:32	-2.392	-3.399	-3.980	-13.741	-4.282	-2.829	-6.724	-15.087	-181.8	-258.3	-302.5	-1044.3	-325.4	-215.0	-511.0	-1146.6
10.04.2019	12:35:50	-2.466	-3.446	-3.961	-13.512	-4.271	-2.803	-6.738	-15.104	-187.4	-261.9	-301.0	-1026.9	-324.6	-213.0	-512.1	-1147.9
10.04.2019	12:36:08	-2.428	-3.461	-3.899	-13.557	-4.300	-2.849	-6.720	-15.084	-184.5	-263.0	-296.3	-1030.3	-326.8	-216.5	-510.7	-1146.4
10.04.2019	12:36:26	-2.458	-3.468	-4.007	-13.658	-4.284	-2.818	-6.725	-15.083	-186.8	-263.6	-304.5	-1038.0	-325.6	-214.2	-511.1	-1146.3
10.04.2019	12:36:44	-2.418	-3.453	-3.983	-13.663	-4.264	-2.800	-6.703	-15.068	-183.8	-262.4	-302.7	-1038.4	-324.1	-212.8	-509.4	-1145.2
10.04.2019	12:37:02	-2.451	-3.466	-3.957	-13.842	-4.321	-2.842	-6.717	-15.104	-186.3	-263.4	-300.7	-1052.0	-328.4	-216.0	-510.5	-1147.9
10.04.2019	12:37:20	-2.449	-3.445	-3.955	-13.561	-4.316	-2.808	-6.717	-15.074	-186.1	-261.8	-300.6	-1030.6	-328.0	-213.4	-510.5	-1145.6
10.04.2019	12:37:38	-2.414	-3.453	-3.941	-13.564	-4.317	-2.864	-6.699	-15.108	-183.5	-262.4	-299.5	-1030.9	-328.1	-217.7	-509.1	-1148.2
10.04.2019	12:37:56	-2.566	-3.532	-4.055	-13.974	-4.372	-2.897	-6.728	-15.130	-195.0	-268.4	-308.2	-1062.0	-332.3	-220.2	-511.3	-1149.9
10.04.2019	12:38:14	-2.326	-3.468	-3.945	-13.626	-4.234	-2.767	-6.655	-15.088	-176.8	-263.6	-299.8	-1035.6	-321.8	-210.3	-505.8	-1146.7
10.04.2019	12:38:32	-2.436	-3.518	-3.988	-13.574	-4.275	-2.807	-6.733	-15.066	-185.1	-267.4	-303.1	-1031.6	-324.9	-213.3	-511.7	-1145.0
10.04.2019	12:38:50	-2.455	-3.517	-3.976	-13.947	-4.279	-2.861	-6.713	-15.096	-186.6	-267.3	-302.2	-1060.0	-325.2	-217.4	-510.2	-1147.3
10.04.2019	12:39:08	-1.103	-1.438	1.054	1472.997	4932.422	4933.022	4931.492	5340.100	-83.8	-109.3	80.1	111947.8	374864.1	374909.7	374793.4	405847.6
10.04.2019	12:39:27	0.007	0.003	4.453	2301.466	8223.682	8223.682	8223.682	8223.682	0.5	0.2	338.4	174911.4	624999.8	624999.8	624999.8	624999.8
